지점,시간,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
176,2015-05-01 01:35,14.9,0,136.8,.6,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:36,14.9,0,129.9,.6,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:37,14.8,0,124.4,.6,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:38,14.8,0,121.2,.5,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:39,14.8,0,119.7,.5,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:40,14.9,0,119.1,.4,1007.9,1013.7,96.7,0,0
176,2015-05-01 01:41,14.9,0,120,.4,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:42,15,0,122.6,.4,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:43,15,0,123.8,.4,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:44,15,0,126.1,.3,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:45,15,0,128.6,.3,1007.9,1013.7,96.7,0,0
176,2015-05-01 01:46,14.9,0,132.5,.2,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:47,14.9,0,136.6,.2,1007.9,1013.7,96.5,0,0
176,2015-05-01 01:48,14.9,0,139.7,.1,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:49,14.8,0,140.8,.1,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:50,14.8,0,136.6,.1,1007.9,1013.7,96.6,0,0
176,2015-05-01 01:51,14.7,0,124.6,0,1007.9,1013.7,96.7,0,0
176,2015-05-01 01:52,14.7,0,104.5,0,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:53,14.7,0,93.5,0,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:54,14.6,0,90.1,.1,1007.9,1013.7,96.8,0,0
176,2015-05-01 01:55,14.6,0,87.7,.1,1007.9,1013.7,96.9,0,0
176,2015-05-01 01:56,14.5,0,87.6,.1,1007.9,1013.7,96.9,0,0
176,2015-05-01 01:57,14.6,0,84.4,.1,1007.9,1013.7,97.1,0,0
176,2015-05-01 01:58,14.7,0,83.7,.1,1007.9,1013.7,97.2,0,0
176,2015-05-01 01:59,14.8,0,83.6,.2,1008,1013.8,97.4,0,0
176,2015-05-01 02:00,14.8,0,79.9,.2,1008,1013.8,97.4,0,0
176,2015-05-01 02:01,14.7,0,77.4,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:02,14.7,0,75.7,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:03,14.7,0,77.4,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:04,14.7,0,77.3,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:05,14.6,0,83.4,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:06,14.6,0,82.9,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:07,14.6,0,93.5,.2,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:08,14.5,0,103,.3,1007.9,1013.7,97.3,0,0
176,2015-05-01 02:09,14.5,0,112.2,.4,1007.9,1013.7,97.4,0,0
176,2015-05-01 02:10,14.5,0,121.2,.5,1007.9,1013.7,97.4,0,0
176,2015-05-01 02:11,14.5,0,129.9,.6,1007.9,1013.7,97.5,0,0
176,2015-05-01 02:12,14.5,0,138.7,.6,1007.9,1013.7,97.5,0,0
176,2015-05-01 02:13,14.5,0,138.5,.7,1007.9,1013.7,97.5,0,0
176,2015-05-01 02:14,14.5,0,138.5,.8,1007.9,1013.7,97.5,0,0
176,2015-05-01 02:15,14.5,0,138.7,.9,1007.9,1013.7,97.6,0,0
176,2015-05-01 02:16,14.5,0,137.5,1,1007.9,1013.7,97.6,0,0
176,2015-05-01 02:17,14.4,0,136.6,1,1007.9,1013.7,97.6,0,0
176,2015-05-01 02:18,14.4,0,135.6,1,1008,1013.8,97.6,0,0
176,2015-05-01 02:19,14.4,0,134.6,1,1008,1013.8,97.7,0,0
176,2015-05-01 02:20,14.4,0,133.4,.9,1008,1013.8,97.7,0,0
176,2015-05-01 02:21,14.4,0,132.8,.9,1008,1013.8,97.7,0,0
176,2015-05-01 02:22,14.4,0,132.2,.9,1008,1013.8,97.7,0,0
176,2015-05-01 02:23,14.4,0,131.4,.9,1008,1013.8,97.7,0,0
176,2015-05-01 02:24,14.4,0,130,.9,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:25,14.4,0,129.3,.9,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:26,14.3,0,128.8,1,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:27,14.3,0,127.9,1,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:28,14.3,0,127.2,1,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:29,14.3,0,126.2,1.1,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:30,14.3,0,125,1.1,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:31,14.2,0,124.1,1.2,1007.9,1013.7,97.8,0,0
176,2015-05-01 02:32,14.3,0,123.3,1.2,1007.9,1013.7,97.9,0,0
176,2015-05-01 02:33,14.3,0,123.1,1.2,1007.9,1013.7,98,0,0
176,2015-05-01 02:34,14.3,0,123,1.2,1007.9,1013.7,98,0,0
176,2015-05-01 02:35,14.3,0,122.3,1.2,1007.9,1013.7,98.1,0,0
176,2015-05-01 02:36,14.4,0,122.3,1.2,1007.9,1013.7,98.1,0,0
176,2015-05-01 02:37,14.3,0,122.2,1.2,1007.9,1013.7,98.1,0,0
176,2015-05-01 02:38,14.3,0,121.8,1.2,1008,1013.8,98.1,0,0
176,2015-05-01 02:39,14.3,0,122.1,1.2,1008,1013.8,98.1,0,0
176,2015-05-01 02:40,14.3,0,122.8,1.3,1008,1013.8,98.1,0,0
176,2015-05-01 02:41,14.3,0,123.4,1.3,1008,1013.8,98.2,0,0
176,2015-05-01 02:42,14.3,0,123.1,1.3,1008,1013.8,98.2,0,0
176,2015-05-01 02:43,14.2,0,122.7,1.2,1008,1013.8,98.2,0,0
176,2015-05-01 02:44,14.2,0,122.7,1.2,1008,1013.8,98.2,0,0
176,2015-05-01 02:45,14.2,0,123.5,1.2,1008,1013.8,98.2,0,0
176,2015-05-01 02:46,14.2,0,123.7,1.2,1008.1,1013.9,98.2,0,0
176,2015-05-01 02:47,14.2,0,123.5,1.2,1008.1,1013.9,98.2,0,0
176,2015-05-01 02:48,14.2,0,123.1,1.2,1008.1,1013.9,98.3,0,0
176,2015-05-01 02:49,14.2,0,121.7,1.2,1008.1,1013.9,98.3,0,0
176,2015-05-01 02:50,14.2,0,120.5,1.2,1008.1,1013.9,98.3,0,0
176,2015-05-01 02:51,14.2,0,119.5,1.2,1008.1,1013.9,98.3,0,0
176,2015-05-01 02:52,14.2,0,119.1,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:53,14.1,0,118.8,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:54,14.1,0,118.9,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:55,14.1,0,118.4,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:56,14.1,0,118.7,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:57,14.1,0,119.1,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:58,14.1,0,119.9,1.2,1008.1,1013.9,98.4,0,0
176,2015-05-01 02:59,14.1,0,121.1,1.1,1008.1,1013.9,98.5,0,0
176,2015-05-01 03:00,14,0,121.5,1.1,1008.1,1013.9,98.5,0,0
176,2015-05-01 03:01,14,0,120.9,1,1008.1,1013.9,98.5,0,0
176,2015-05-01 03:02,14,0,120.4,1,1008.1,1013.9,98.5,0,0
176,2015-05-01 03:03,14,0,119,1,1008.1,1013.9,98.5,0,0
176,2015-05-01 03:04,14,0,117.3,1,1008.1,1013.9,98.5,0,0
176,2015-05-01 03:05,14,0,116,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:06,14,0,114.8,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:07,13.9,0,115.6,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:08,13.9,0,115.7,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:09,14,0,116.2,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:10,13.9,0,117.2,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:11,13.9,0,118.5,.9,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:12,13.9,0,119.5,1,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:13,13.9,0,121.5,1,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:14,13.9,0,123.5,1,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:15,13.9,0,125.5,1.1,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:16,13.9,0,126.1,1.2,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:17,13.9,0,125.4,1.2,1008.2,1014,98.7,0,0
176,2015-05-01 03:18,13.9,0,124.9,1.3,1008.2,1014,98.7,0,0
176,2015-05-01 03:19,13.9,0,124.4,1.3,1008.2,1014,98.7,0,0
176,2015-05-01 03:20,13.9,0,125.8,1.3,1008.2,1014,98.7,0,0
176,2015-05-01 03:21,13.9,0,128,1.2,1008.2,1014,98.7,0,0
176,2015-05-01 03:22,13.9,0,130.3,1.2,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:23,13.9,0,133.9,1.1,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:24,13.9,0,137.5,1,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:25,13.9,0,141.8,.9,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:26,13.9,0,145.2,.8,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:27,13.9,0,146.1,.7,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:28,13.9,0,148.5,.7,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:29,13.9,0,150.6,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:30,13.8,0,149.5,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:31,13.8,0,148.7,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:32,13.8,0,147.1,.5,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:33,13.8,0,143.8,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:34,13.8,0,141.3,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:35,13.8,0,136.1,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:36,13.7,0,132.3,.7,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:37,13.7,0,129.8,.7,1008.1,1013.9,98.6,0,0
176,2015-05-01 03:38,13.7,0,125,.6,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:39,13.7,0,121.1,.7,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:40,13.6,0,117.9,.7,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:41,13.6,0,113.9,.8,1008,1013.8,98.7,0,0
176,2015-05-01 03:42,13.5,0,111,.8,1008,1013.8,98.6,0,0
176,2015-05-01 03:43,13.5,0,108,.9,1008,1013.8,98.7,0,0
176,2015-05-01 03:44,13.5,0,105.2,.9,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:45,13.5,0,104.5,1,1008.1,1013.9,98.7,0,0
176,2015-05-01 03:46,13.5,0,103.1,1.1,1008.1,1013.9,98.8,0,0
176,2015-05-01 03:47,13.5,0,102.6,1.1,1008.1,1013.9,98.8,0,0
176,2015-05-01 03:48,13.6,0,103.4,1.2,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:49,13.6,0,103.5,1.3,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:50,13.6,0,104.6,1.4,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:51,13.5,0,105.8,1.6,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:52,13.5,0,106.3,1.7,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:53,13.5,0,107,1.8,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:54,13.5,0,107.4,1.9,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:55,13.5,0,107.1,1.9,1008.1,1013.9,99,0,0
176,2015-05-01 03:56,13.5,0,108.2,1.9,1008.1,1013.9,98.9,0,0
176,2015-05-01 03:57,13.5,0,108.9,1.9,1008.1,1013.9,99,0,0
176,2015-05-01 03:58,13.5,0,109.2,1.9,1008.1,1013.9,99,0,0
176,2015-05-01 03:59,13.5,0,109.7,1.8,1008.1,1013.9,99,0,0
176,2015-05-01 04:00,13.5,0,109.8,1.8,1008.1,1013.9,99,0,0
176,2015-05-01 04:01,13.5,0,109.9,1.7,1008.1,1013.9,99,0,0
176,2015-05-01 04:02,13.5,0,109.8,1.6,1008.2,1014,99,0,0
176,2015-05-01 04:03,13.5,0,110.3,1.5,1008.2,1014,99,0,0
176,2015-05-01 04:04,13.5,0,110.4,1.4,1008.2,1014,99.1,0,0
176,2015-05-01 04:05,13.5,0,110.5,1.3,1008.2,1014,99.1,0,0
176,2015-05-01 04:06,13.4,0,110.2,1.3,1008.2,1014.1,99.1,0,0
176,2015-05-01 04:07,13.5,0,110.7,1.2,1008.2,1014,99.1,0,0
176,2015-05-01 04:08,13.5,0,110.6,1.2,1008.2,1014,99.1,0,0
176,2015-05-01 04:09,13.5,0,110.2,1.1,1008.1,1013.9,99.1,0,0
176,2015-05-01 04:10,13.4,0,109.2,1.1,1008.1,1013.9,99.1,0,0
176,2015-05-01 04:11,13.4,0,108.4,1,1008.1,1013.9,99.1,0,0
176,2015-05-01 04:12,13.4,0,107.9,1,1008.1,1013.9,99.1,0,0
176,2015-05-01 04:13,13.4,0,107.3,1,1008.1,1013.9,99.1,0,0
176,2015-05-01 04:14,13.4,0,106.8,1,1008.1,1013.9,99.1,0,0
176,2015-05-01 04:15,13.4,0,106.6,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:16,13.4,0,107.9,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:17,13.4,0,109.2,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:18,13.4,0,109.9,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:19,13.4,0,110,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:20,13.4,0,110.5,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:21,13.4,0,111.2,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:22,13.4,0,111.9,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:23,13.4,0,112.7,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:24,13.4,0,113.9,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:25,13.4,0,115.5,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:26,13.4,0,116.2,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:27,13.4,0,117.2,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:28,13.4,0,120.8,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:29,13.4,0,124.1,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:30,13.5,0,128,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:31,13.5,0,131.8,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:32,13.4,0,135.4,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:33,13.4,0,137.8,1.1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:34,13.4,0,140.7,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:35,13.4,0,143.2,1,1008.1,1013.9,99.2,0,0
176,2015-05-01 04:36,13.4,0,146.4,1,1008,1013.8,99.2,0,0
176,2015-05-01 04:37,13.4,0,147.5,1,1008,1013.8,99.2,0,0
176,2015-05-01 04:38,13.4,0,146.1,.9,1008,1013.8,99.2,0,0
176,2015-05-01 04:39,13.4,0,145.8,.9,1008,1013.8,99.2,0,0
176,2015-05-01 04:40,13.4,0,144.9,.9,1008,1013.8,99.2,0,0
176,2015-05-01 04:41,13.4,0,143.8,1,1008,1013.8,99.2,0,0
176,2015-05-01 04:42,13.3,0,142.6,1,1008,1013.9,99.2,0,0
176,2015-05-01 04:43,13.3,0,143.2,.9,1008,1013.9,99.2,0,0
176,2015-05-01 04:44,13.3,0,141.3,.9,1008,1013.9,99.2,0,0
176,2015-05-01 04:45,13.3,0,138.6,.8,1008.1,1014,99.2,0,0
176,2015-05-01 04:46,13.3,0,133.9,.8,1008.1,1014,99.2,0,0
176,2015-05-01 04:47,13.2,0,128.4,.8,1008.1,1014,99.2,0,0
176,2015-05-01 04:48,13.2,0,123.2,.7,1008.1,1014,99.2,0,0
176,2015-05-01 04:49,13.2,0,118.3,.7,1008.1,1014,99.2,0,0
176,2015-05-01 04:50,13.2,0,114.3,.7,1008.1,1014,99.2,0,0
176,2015-05-01 04:51,13.2,0,110.5,.7,1008.1,1014,99.2,0,0
176,2015-05-01 04:52,13.3,0,107.3,.8,1008.1,1014,99.2,0,0
176,2015-05-01 04:53,13.3,0,104.1,.8,1008.1,1014,99.3,0,0
176,2015-05-01 04:54,13.3,0,102.7,.9,1008.1,1014,99.3,0,0
176,2015-05-01 04:55,13.2,0,102.2,1,1008.1,1014,99.3,0,0
176,2015-05-01 04:56,13.2,0,102.9,1.1,1008.1,1014,99.3,0,0
176,2015-05-01 04:57,13.2,0,106.2,1.2,1008,1013.9,99.3,0,0
176,2015-05-01 04:58,13.2,0,109.3,1.3,1008,1013.9,99.3,0,0
176,2015-05-01 04:59,13.2,0,111.7,1.4,1008,1013.9,99.3,0,0
176,2015-05-01 05:00,13.2,0,113.4,1.5,1008,1013.9,99.3,0,0
176,2015-05-01 05:01,13.2,0,114.7,1.5,1008,1013.9,99.3,0,0
176,2015-05-01 05:02,13.2,0,115.1,1.6,1008,1013.9,99.3,0,0
176,2015-05-01 05:03,13.2,0,114.7,1.6,1008,1013.9,99.3,0,0
176,2015-05-01 05:04,13.2,0,114.3,1.7,1008,1013.9,99.3,0,0
176,2015-05-01 05:05,13.1,0,113.8,1.7,1008,1013.9,99.3,0,0
176,2015-05-01 05:06,13.1,0,113.6,1.8,1008,1013.9,99.3,0,0
176,2015-05-01 05:07,13.1,0,113.7,1.8,1008,1013.9,99.3,0,0
176,2015-05-01 05:08,13.1,0,114.7,1.7,1008,1013.9,99.3,0,0
176,2015-05-01 05:09,13.1,0,115.8,1.7,1008.1,1014,99.3,0,0
176,2015-05-01 05:10,13.1,0,116.6,1.7,1008.1,1014,99.3,0,0
176,2015-05-01 05:11,13.1,0,117.7,1.7,1008.1,1014,99.3,0,0
176,2015-05-01 05:12,13.1,0,119.5,1.6,1008.1,1014,99.3,0,0
176,2015-05-01 05:13,13.1,0,121.5,1.6,1008.1,1014,99.4,0,0
176,2015-05-01 05:14,13.1,0,122.8,1.5,1008.1,1014,99.4,0,0
176,2015-05-01 05:15,13,0,123.4,1.5,1008.1,1014,99.4,0,0
176,2015-05-01 05:16,13,0,123.7,1.4,1008.1,1014,99.4,0,0
176,2015-05-01 05:17,13,0,123.8,1.3,1008.1,1014,99.4,0,0
176,2015-05-01 05:18,13,0,123.6,1.3,1008.1,1014,99.4,0,0
176,2015-05-01 05:19,13,0,123.1,1.2,1008.1,1014,99.4,0,0
176,2015-05-01 05:20,13,0,122.6,1.1,1008.2,1014.1,99.4,0,0
176,2015-05-01 05:21,13,0,122.2,1.1,1008.2,1014.1,99.4,0,0
