7,3,4,10.96869390197477
2,8,3,6.684095366736427
2,1,7,15.384375372229071
6,7,2,6.452207941180384
10,10,1,8.206830423446867
3,9,7,11.553780042828421
6,3,9,5.131372268130813
7,2,4,9.830071806834388
5,2,5,16.558984726891584
7,3,1,10.545425631512758
8,3,6,6.184805453804298
10,7,2,12.795091130067572
8,3,4,9.237610002933316
4,5,1,11.561620907582132
1,6,7,9.289258107941915
3,2,1,14.087818022886056
6,8,9,8.271385904487694
2,6,1,7.945188290743085
2,5,8,7.163603804556638
1,1,7,7.2963457422207565
4,2,9,6.663344812390464
7,6,10,5.235662930388531
8,10,3,13.299384903888082
4,1,1,5.202857855323052
7,2,7,16.982175722694162
5,1,6,14.12595460242359
9,5,5,5.510872793712412
7,4,2,13.63420300991911
6,3,6,15.842845640942587
1,8,6,6.2440828900414385
1,7,5,9.478995071231566
6,4,5,16.034615409813078
2,8,5,17.96615383698098
4,3,3,17.040772578595632
3,8,8,6.645389939269919
4,9,2,10.2863598448503
2,6,10,8.751859655342802
1,2,4,17.40064881827667
7,10,4,5.814712863058223
6,7,7,16.5024549887541
3,1,9,9.795336265370556
1,10,6,14.523044797287435
1,10,2,17.847762093916195
10,3,2,14.460750081179786
2,6,2,15.616807423464635
6,3,7,11.010522039227839
3,8,7,17.63533260669452
4,2,10,13.516073256728117
7,2,10,15.264478673577385
2,8,4,16.742693624350828
5,9,4,10.779126570200388
4,2,2,17.66318966633908
