측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20190706,양천구,0.031,0.037,0.4,0.005,37,24
20190706,영등포구,0.037,0.04,0.3,0.003,28,21
20190706,영등포로,0.053,0.032,0.7,0.004,42,28
20190706,올림픽공원,,,,,,
20190706,용산구,0.023,0.048,0.4,0.003,27,24
20190706,은평구,0.018,0.052,0.5,0.004,24,20
20190706,자연사박물관,,0.02,1.7,,,
20190706,정릉로,0.038,0.017,0.5,0.005,30,19
20190706,종로,0.041,0.034,0.5,0.003,29,18
20190706,종로구,0.022,0.039,0.5,0.003,29,21
20190706,중구,0.033,0.044,0.5,0.003,29,21
20190706,중랑구,0.012,0.05,0.3,0.005,26,20
20190706,천호대로,0.041,0.038,0.4,0.003,42,22
20190706,청계천로,0.039,0.04,0.5,0.004,33,26
20190706,한강대로,0.039,0.027,0.4,0.004,44,23
20190706,행주,0.019,0.057,0.7,0.003,39,22
20190706,홍릉로,0.022,0.044,0.6,0.003,,
20190706,화랑로,0.049,0.031,0.3,0.005,47,30
20190707,강남구,0.008,0.038,0.3,0.005,20,12
20190707,강남대로,0.034,0.034,0.3,0.004,18,10
20190707,강동구,0.006,0.039,0.3,0.003,19,13
20190707,강변북로,0.005,0.047,0.1,0.004,14,7
20190707,강북구,0.007,0.039,0.3,0.002,22,12
20190707,강서구,0.008,0.049,0.3,0.002,18,14
20190707,공항대로,0.017,0.04,0.3,0.005,,
20190707,관악구,0.01,0.048,0.2,0.003,16,7
20190707,관악산,0.006,0.026,0.4,0.002,25,16
20190707,광진구,0.009,0.039,0.5,0.003,13,14
20190707,구로구,0.006,0.051,0.2,0.003,17,10
20190707,궁동,0.013,0.035,0.4,0.005,18,13
20190707,금천구,0.007,0.041,0.3,0.003,18,13
20190707,남산,,0.049,0.6,0.004,22,14
20190707,노원구,0.004,0.04,0.3,0.003,19,14
20190707,도봉구,0.003,0.047,0.3,0.003,15,9
20190707,도산대로,0.006,0.036,0.6,0.003,,
20190707,동대문구,0.007,0.046,0.3,0.004,14,12
20190707,동작구,0.008,0.038,0.3,0.002,22,
20190707,동작대로,0.027,0.036,0.3,0.007,20,10
20190707,마포구,0.004,0.05,0.3,0.003,18,12
20190707,마포아트센터,,,,,,
20190707,북한산,0.003,0.04,0.4,0.003,12,9
20190707,서대문구,0.003,0.049,0.5,0.002,13,10
20190707,서울숲,0.003,0.046,0.1,0.004,,
20190707,서초구,0.008,0.046,0.2,0.004,17,13
20190707,성동구,0.005,0.051,0.3,0.002,17,10
20190707,성북구,0.013,0.038,0.5,0.003,14,9
20190707,세곡,0.012,0.037,0.6,0.002,18,12
20190707,송파구,0.009,0.046,0.3,0.002,17,9
20190707,시흥대로,0.036,0.032,0.5,0.003,22,13
20190707,신촌로,0.018,0.045,0.3,0.002,21,14
20190707,양천구,0.008,0.039,0.3,0.004,23,14
20190707,영등포구,0.012,0.045,0.2,0.002,16,12
20190707,영등포로,0.019,0.043,0.4,0.003,23,16
20190707,올림픽공원,,,,,,
20190707,용산구,0.007,0.048,0.3,0.002,14,12
20190707,은평구,0.007,0.052,0.4,0.004,15,14
20190707,자연사박물관,,0.018,2.1,,,
20190707,정릉로,0.023,0.021,0.3,0.005,15,10
20190707,종로,0.021,0.039,0.3,0.002,17,9
20190707,종로구,0.007,0.038,0.3,0.003,19,12
20190707,중구,0.013,0.044,0.4,0.002,16,12
20190707,중랑구,0.007,0.046,0.2,0.005,14,12
20190707,천호대로,0.022,0.041,0.4,0.002,27,13
20190707,청계천로,0.011,0.047,0.3,0.003,20,15
20190707,한강대로,0.016,0.029,0.3,0.003,25,12
20190707,행주,0.007,0.054,0.6,0.003,24,13
20190707,홍릉로,0.011,0.045,0.5,0.003,,
20190707,화랑로,0.027,0.037,0.2,0.005,23,13
20190708,강남구,0.011,0.03,0.2,0.004,11,5
20190708,강남대로,0.049,0.026,0.3,0.004,11,4
20190708,강동구,0.008,0.033,0.2,0.003,10,5
20190708,강변북로,0.01,0.038,0.1,0.004,8,3
20190708,강북구,0.008,0.036,0.2,0.002,10,4
20190708,강서구,0.012,0.04,0.3,0.003,9,5
20190708,공항대로,0.028,0.03,0.3,0.004,,
20190708,관악구,0.013,0.04,0.1,0.003,10,3
20190708,관악산,0.007,0.018,0.4,0.002,12,6
20190708,광진구,0.01,0.031,0.4,0.003,7,8
20190708,구로구,0.009,0.042,0.2,0.004,8,4
20190708,궁동,0.016,0.029,0.4,0.005,10,6
20190708,금천구,0.01,0.034,0.2,0.003,9,6
20190708,남산,0.008,0.04,0.5,0.004,11,7
20190708,노원구,0.007,0.035,0.2,0.003,10,6
20190708,도봉구,0.004,0.041,0.3,0.003,11,4
20190708,도산대로,0.01,0.029,0.6,0.003,,
20190708,동대문구,0.01,0.038,0.2,0.003,6,5
20190708,동작구,0.013,0.03,0.2,0.002,13,6
20190708,동작대로,0.035,0.026,0.3,0.008,16,4
20190708,마포구,0.006,0.043,0.2,0.003,11,5
20190708,마포아트센터,0.008,0.044,0.2,0.002,,
20190708,북한산,0.004,0.035,0.3,0.003,6,5
20190708,서대문구,0.005,0.04,0.4,0.002,6,4
20190708,서울숲,0.008,0.036,0.1,0.004,,
20190708,서초구,0.012,0.036,0.2,0.004,17,9
20190708,성동구,0.007,0.042,0.2,0.003,12,5
20190708,성북구,0.016,0.032,0.5,0.003,7,4
20190708,세곡,0.016,0.031,0.6,0.002,10,5
20190708,송파구,0.012,0.037,0.2,0.002,10,4
20190708,시흥대로,0.046,0.021,0.5,0.003,15,6
20190708,신촌로,0.022,0.035,0.3,0.002,12,7
20190708,양천구,0.012,0.032,0.3,0.004,12,6
20190708,영등포구,0.016,0.033,0.2,0.003,10,7
20190708,영등포로,0.025,0.032,0.4,0.003,14,7
20190708,올림픽공원,,,,,,
20190708,용산구,0.009,0.039,0.2,0.002,6,5
20190708,은평구,0.011,0.043,0.3,0.004,8,8
20190708,자연사박물관,,0.011,2.1,,,
20190708,정릉로,0.028,0.02,0.3,0.005,10,4
20190708,종로,0.03,0.029,0.4,0.003,10,4
20190708,종로구,0.011,0.031,0.3,0.003,10,5
20190708,중구,0.019,0.035,0.3,0.002,9,6
20190708,중랑구,0.009,0.038,0.2,0.005,7,6
20190708,천호대로,0.028,0.03,0.3,0.002,16,6
20190708,청계천로,0.019,0.035,0.4,0.003,12,7
20190708,한강대로,0.02,0.025,0.3,0.003,19,7
20190708,행주,0.012,0.045,0.5,0.003,12,6
20190708,홍릉로,0.013,0.037,0.5,0.003,,
20190708,화랑로,0.031,0.029,0.2,0.005,18,7
20190709,강남구,0.012,0.028,0.2,0.004,11,6
20190709,강남대로,0.065,0.02,0.3,0.004,14,5
20190709,강동구,0.008,0.031,0.3,0.003,10,6
20190709,강변북로,0.016,0.034,0.1,0.004,9,3
20190709,강북구,0.009,0.033,0.2,0.002,11,5
20190709,강서구,0.013,0.038,0.3,0.004,9,6
20190709,공항대로,0.036,0.03,0.3,0.005,,
20190709,관악구,0.014,0.039,0.1,0.003,10,3
20190709,관악산,0.007,0.019,0.4,0.002,12,7
20190709,광진구,0.01,0.029,0.5,0.003,9,9
20190709,구로구,0.01,0.04,0.2,0.004,8,6
20190709,궁동,0.018,0.028,0.4,0.005,11,6
20190709,금천구,0.01,0.032,0.2,0.002,10,6
20190709,남산,0.008,0.04,0.4,0.004,12,7
20190709,노원구,0.007,0.032,0.2,0.003,10,7
20190709,도봉구,0.006,0.036,0.3,0.003,11,5
20190709,도산대로,0.014,0.027,0.6,0.003,,
20190709,동대문구,0.012,0.036,0.2,0.003,6,5
20190709,동작구,0.013,0.029,0.2,0.002,13,7
20190709,동작대로,0.045,0.023,0.3,0.009,14,5
20190709,마포구,0.006,0.041,0.2,0.003,11,6
20190709,마포아트센터,,,,,,
20190709,북한산,0.003,0.032,0.3,0.003,6,5
20190709,서대문구,0.006,0.039,0.5,0.002,6,3
20190709,서울숲,0.01,0.034,0.1,0.004,,
20190709,서초구,0.013,0.035,0.2,0.004,14,9
20190709,성동구,0.008,0.041,0.2,0.003,14,6
20190709,성북구,0.017,0.028,0.5,0.003,7,5
20190709,세곡,0.02,0.023,0.6,0.003,11,6
20190709,송파구,0.013,0.034,0.2,0.002,11,5
20190709,시흥대로,0.055,0.016,0.6,0.003,17,8
20190709,신촌로,0.029,0.035,0.3,0.002,14,8
20190709,양천구,0.013,0.031,0.3,0.004,12,6
20190709,영등포구,0.017,0.034,0.2,0.002,11,8
20190709,영등포로,0.033,0.029,0.5,0.003,17,8
20190709,올림픽공원,,,,,,
20190709,용산구,0.01,0.038,0.2,0.002,4,4
20190709,은평구,0.011,0.043,0.3,0.004,8,9
20190709,자연사박물관,,0.013,2.2,,,
20190709,정릉로,0.03,0.016,0.3,0.005,11,7
20190709,종로,0.04,0.025,0.5,0.003,13,5
20190709,종로구,0.011,0.03,0.3,0.003,10,6
20190709,중구,0.019,0.034,0.4,0.002,10,6
20190709,중랑구,0.01,0.036,0.2,0.005,7,5
20190709,천호대로,0.032,0.027,0.4,0.003,24,9
20190709,청계천로,0.028,0.031,0.6,0.004,15,9
20190709,한강대로,0.025,0.024,0.3,0.003,22,7
20190709,행주,0.012,0.043,0.4,0.003,14,6
20190709,홍릉로,0.017,0.037,0.5,0.003,,
20190709,화랑로,0.038,0.026,0.3,0.006,18,6
20190710,강남구,0.011,0.025,0.2,0.004,12,5
20190710,강남대로,0.042,0.02,0.3,0.004,11,4
20190710,강동구,0.008,0.028,0.2,0.003,10,6
20190710,강변북로,0.009,0.033,0.1,0.004,8,3
20190710,강북구,0.008,0.03,0.2,0.002,11,4
20190710,강서구,0.013,0.032,0.3,0.004,9,6
20190710,공항대로,0.025,0.024,0.3,0.005,,
20190710,관악구,0.013,0.034,0.1,0.003,9,3
20190710,관악산,0.006,0.018,0.4,0.002,12,7
20190710,광진구,0.01,0.026,0.5,0.003,8,9
20190710,구로구,0.01,0.034,0.2,0.004,8,4
20190710,궁동,0.017,0.024,0.4,0.005,10,6
20190710,금천구,0.011,0.027,0.2,0.002,11,6
20190710,남산,0.008,0.035,0.4,0.004,13,6
20190710,노원구,0.008,0.028,0.2,0.003,10,6
20190710,도봉구,0.005,0.033,0.3,0.003,10,4
20190710,도산대로,0.009,0.023,0.6,0.003,,
20190710,동대문구,0.012,0.03,0.2,0.003,6,5
20190710,동작구,0.013,0.025,0.2,0.002,15,7
20190710,동작대로,0.032,0.021,0.3,0.008,12,4
20190710,마포구,0.006,0.036,0.2,0.003,10,6
20190710,마포아트센터,,,,,,
20190710,북한산,0.003,0.029,0.3,0.003,7,6
20190710,서대문구,0.004,0.034,0.4,0.002,6,4
20190710,서울숲,0.009,0.029,0.1,0.005,,
20190710,서초구,0.012,0.029,0.2,0.004,15,9
20190710,성동구,0.009,0.035,0.2,0.003,14,6
20190710,성북구,0.017,0.024,0.5,0.003,6,6
20190710,세곡,0.02,0.022,0.5,0.003,12,5
20190710,송파구,0.014,0.028,0.2,0.002,10,5
20190710,시흥대로,0.042,0.017,0.5,0.003,16,7
20190710,신촌로,0.021,0.027,0.3,0.002,14,8
20190710,양천구,0.013,0.026,0.3,0.003,14,6
20190710,영등포구,0.016,0.03,0.2,0.002,10,8
20190710,영등포로,0.021,0.027,0.3,0.003,14,7
20190710,올림픽공원,,,,,,
20190710,용산구,0.009,0.033,0.2,0.002,5,4
20190710,은평구,0.009,0.037,0.3,0.004,8,8
20190710,자연사박물관,,0.016,2.2,,,
20190710,정릉로,0.029,0.019,0.3,0.005,11,5
20190710,종로,0.027,0.021,0.4,0.003,11,4
20190710,종로구,0.011,0.026,0.3,0.003,10,6
20190710,중구,0.018,0.029,0.3,0.002,9,6
20190710,중랑구,0.008,0.03,0.2,0.005,6,5
20190710,천호대로,0.026,0.024,0.4,0.003,19,8
20190710,청계천로,0.018,0.028,0.4,0.003,12,8
20190710,한강대로,0.022,0.019,0.3,0.003,17,6
20190710,행주,0.011,0.036,0.4,0.003,15,7
20190710,홍릉로,0.015,0.028,0.5,0.003,,
20190710,화랑로,0.03,0.023,0.2,0.006,20,7
20190711,강남구,0.012,0.016,0.3,0.004,8,3
20190711,강남대로,0.037,0.013,0.4,0.004,11,4
20190711,강동구,0.01,0.02,0.3,0.003,7,3
20190711,강변북로,0.019,0.017,0.2,0.004,6,3
20190711,강북구,0.006,0.023,0.2,0.002,7,1
20190711,강서구,0.01,0.023,0.3,0.004,7,4
20190711,공항대로,0.024,0.013,0.3,0.005,,
20190711,관악구,0.016,0.023,0.2,0.003,8,2
20190711,관악산,0.007,0.008,0.4,0.002,7,4
20190711,광진구,0.01,0.018,0.5,0.004,7,8
20190711,구로구,0.01,0.024,0.2,0.003,4,3
20190711,궁동,0.012,0.016,0.4,0.005,8,3
20190711,금천구,0.014,0.018,0.3,0.002,10,4
20190711,남산,0.008,0.02,0.5,0.004,9,4
20190711,노원구,0.007,0.019,0.3,0.003,7,2
20190711,도봉구,0.004,0.026,0.3,0.003,7,2
20190711,도산대로,0.01,0.016,0.6,0.003,,
20190711,동대문구,0.012,0.019,0.2,0.003,4,2
20190711,동작구,0.014,0.018,0.3,0.002,10,4
20190711,동작대로,0.032,0.012,0.4,0.005,14,3
20190711,마포구,0.008,0.024,0.2,0.003,7,5
20190711,마포아트센터,,,,,,
20190711,북한산,0.003,0.019,0.4,0.003,5,2
20190711,서대문구,0.004,0.024,0.5,0.002,5,2
20190711,서울숲,0.009,0.019,0.1,0.004,,
20190711,서초구,0.016,0.018,0.2,0.004,5,6
20190711,성동구,0.014,0.02,0.3,0.004,14,4
20190711,성북구,0.014,0.019,0.5,0.003,6,3
20190711,세곡,0.022,0.012,0.5,0.002,9,5
20190711,송파구,0.015,0.02,0.3,0.002,9,2
20190711,시흥대로,0.03,0.014,0.5,0.003,13,4
20190711,신촌로,0.025,0.016,0.4,0.002,11,5
20190711,양천구,0.01,0.018,0.3,0.003,8,3
20190711,영등포구,0.022,0.016,0.2,0.002,11,6
20190711,영등포로,0.022,0.015,0.4,0.003,11,4
20190711,올림픽공원,,,,,,
20190711,용산구,0.012,0.022,0.2,0.002,4,1
20190711,은평구,0.007,0.024,0.3,0.004,7,7
20190711,자연사박물관,,0.012,2.2,,,
20190711,정릉로,0.018,0.022,0.3,0.005,10,4
20190711,종로,0.015,0.019,0.3,0.003,5,3
20190711,종로구,0.013,0.018,0.4,0.003,8,4
20190711,중구,0.013,0.023,0.3,0.002,5,3
20190711,중랑구,0.012,0.007,0.2,0.005,4,3
20190711,천호대로,0.026,0.014,0.5,0.002,14,5
20190711,청계천로,0.017,0.021,0.4,0.003,8,4
20190711,한강대로,0.02,0.015,0.4,0.003,11,5
20190711,행주,0.006,0.027,0.4,0.003,9,3
20190711,홍릉로,0.013,0.016,0.6,0.003,,
20190711,화랑로,0.024,0.019,0.2,0.006,7,3
20190712,강남구,0.015,0.022,0.3,0.004,14,8
20190712,강남대로,0.04,0.017,0.4,0.004,16,7
20190712,강동구,0.017,0.024,0.3,0.003,13,9
20190712,강변북로,0.056,0.013,0.4,0.004,15,7
20190712,강북구,0.011,0.026,0.3,0.002,15,7
20190712,강서구,0.016,0.03,0.3,0.004,15,10
20190712,공항대로,0.03,0.02,0.3,0.005,,
20190712,관악구,0.017,0.032,0.1,0.004,12,5
20190712,관악산,0.007,0.029,0.4,0.003,14,9
20190712,광진구,0.016,0.021,0.5,0.004,18,14
20190712,구로구,0.013,0.031,0.2,0.004,9,7
20190712,궁동,0.016,0.019,0.4,0.005,15,8
20190712,금천구,0.017,0.023,0.3,0.003,12,8
20190712,남산,0.008,0.027,0.5,0.004,16,10
20190712,노원구,0.014,0.023,0.3,0.003,13,9
20190712,도봉구,0.008,0.028,0.3,0.003,12,5
20190712,도산대로,0.015,0.019,0.6,0.004,,
20190712,동대문구,0.017,0.025,0.3,0.004,11,7
20190712,동작구,0.013,0.025,0.3,0.002,16,9
20190712,동작대로,0.033,0.019,0.4,0.006,16,7
20190712,마포구,0.013,0.028,0.3,0.004,13,9
20190712,마포아트센터,0.015,0.045,0.2,0.003,,
20190712,북한산,0.006,0.023,0.4,0.003,8,6
20190712,서대문구,0.012,0.026,0.5,0.003,13,7
20190712,서울숲,0.016,0.022,0.1,0.005,,
20190712,서초구,0.016,0.027,0.2,0.004,13,10
20190712,성동구,0.024,0.025,0.3,0.003,21,9
20190712,성북구,0.021,0.022,0.5,0.003,13,8
20190712,세곡,0.02,0.02,0.5,0.003,14,9
20190712,송파구,0.02,0.026,0.3,0.003,14,6
20190712,시흥대로,0.023,0.027,0.4,0.003,14,7
20190712,신촌로,0.041,0.014,0.6,0.003,19,12
20190712,양천구,0.018,0.022,0.3,0.004,16,9
20190712,영등포구,0.024,0.025,0.3,0.003,16,12
20190712,영등포로,0.04,0.013,0.5,0.003,19,11
20190712,올림픽공원,,,,,,
20190712,용산구,0.024,0.024,0.3,0.002,10,8
20190712,은평구,,,,,,
20190712,자연사박물관,,0.006,2.2,,,
20190712,정릉로,0.024,0.017,0.4,0.005,14,7
20190712,종로,0.024,0.02,0.4,0.003,11,7
20190712,종로구,0.02,0.021,0.4,0.003,14,8
20190712,중구,0.02,0.027,0.3,0.003,12,8
20190712,중랑구,0.016,0.007,0.3,0.005,11,9
20190712,천호대로,0.027,0.024,0.3,0.002,19,9
20190712,청계천로,0.026,0.023,0.5,0.004,17,11
20190712,한강대로,0.031,0.015,0.5,0.004,21,11
20190712,행주,0.013,0.029,0.5,0.003,17,8
20190712,홍릉로,0.022,0.019,0.6,0.003,,
20190712,화랑로,0.029,0.023,0.2,0.006,,
20190713,강남구,0.013,0.034,0.3,0.005,30,21
20190713,강남대로,0.036,0.025,0.4,0.004,30,22
20190713,강동구,0.015,0.037,0.4,0.003,30,25
20190713,강변북로,0.067,0.018,0.4,0.005,33,24
20190713,강북구,0.016,0.036,0.5,0.003,40,27
20190713,강서구,0.018,0.045,0.4,0.005,32,26
20190713,공항대로,0.03,0.035,0.4,0.006,,
20190713,관악구,0.016,0.046,0.3,0.005,32,23
20190713,관악산,0.009,0.035,0.5,0.003,33,25
20190713,광진구,0.016,0.033,0.6,0.005,36,34
20190713,구로구,0.013,0.046,0.3,0.005,25,26
20190713,궁동,0.019,0.026,0.4,0.005,25,20
20190713,금천구,0.018,0.034,0.4,0.004,25,19
20190713,남산,0.009,0.042,0.6,0.005,34,27
20190713,노원구,0.018,0.036,0.4,0.004,33,28
20190713,도봉구,0.011,0.043,0.5,0.004,33,23
20190713,도산대로,0.019,0.026,0.8,0.005,,
20190713,동대문구,0.017,0.039,0.4,0.004,27,25
20190713,동작구,0.016,0.033,0.4,0.003,33,26
20190713,동작대로,0.039,0.027,0.5,0.006,37,22
20190713,마포구,0.014,0.044,0.4,0.005,32,27
20190713,마포아트센터,0.015,0.045,0.3,0.004,,
20190713,북한산,0.009,0.033,0.6,0.003,29,24
20190713,서대문구,0.015,0.042,0.7,0.004,35,28
20190713,서울숲,0.016,0.035,0.2,0.004,,
20190713,서초구,0.016,0.038,0.3,0.004,32,25
20190713,성동구,0.02,0.043,0.4,0.004,40,31
20190713,성북구,0.022,0.037,0.7,0.004,22,26
20190713,세곡,0.019,0.031,0.6,0.003,27,19
20190713,송파구,0.019,0.04,0.4,0.003,27,20
20190713,시흥대로,0.035,0.035,0.5,0.004,29,19
20190713,신촌로,0.043,0.029,0.7,0.004,38,29
20190713,양천구,0.017,0.032,0.4,0.005,33,24
20190713,영등포구,0.022,0.039,0.3,0.003,32,29
20190713,영등포로,0.044,0.025,0.7,0.005,38,29
20190713,올림픽공원,,,,,,
20190713,용산구,0.021,0.041,0.4,0.003,27,26
20190713,은평구,,,,,,
20190713,자연사박물관,,0.009,2.3,,,
20190713,정릉로,0.026,0.021,0.5,0.005,34,26
20190713,종로,0.03,0.033,0.5,0.004,29,22
20190713,종로구,0.02,0.033,0.5,0.004,30,22
20190713,중구,0.023,0.042,0.5,0.004,29,22
20190713,중랑구,0.015,0.012,0.4,0.005,27,22
20190713,천호대로,0.03,0.039,0.4,0.003,35,22
20190713,청계천로,0.03,0.038,0.6,0.005,34,27
20190713,한강대로,0.037,0.021,0.5,0.004,43,29
20190713,행주,0.018,0.044,0.6,0.005,37,24
20190713,홍릉로,0.024,0.031,0.7,0.004,,
20190713,화랑로,0.034,0.036,0.3,0.006,,
20190714,강남구,0.015,0.042,0.5,0.005,45,33
20190714,강남대로,0.032,0.036,0.5,0.004,42,35
20190714,강동구,0.018,0.041,0.6,0.004,42,34
20190714,강변북로,0.055,0.031,0.5,0.004,42,40
20190714,강북구,0.011,0.042,0.5,0.002,51,36
20190714,강서구,0.016,0.056,0.5,0.004,47,41
20190714,공항대로,0.025,0.043,0.5,0.005,,
20190714,관악구,0.017,0.053,0.4,0.005,47,35
20190714,관악산,0.008,0.036,0.6,0.003,52,46
20190714,광진구,0.016,0.043,0.8,0.004,46,45
20190714,구로구,0.014,0.054,0.4,0.005,41,44
20190714,궁동,0.021,0.034,0.4,0.005,40,35
20190714,금천구,0.017,0.04,0.5,0.004,41,33
20190714,남산,0.008,0.057,0.7,0.005,46,38
20190714,노원구,0.015,0.042,0.6,0.004,42,37
20190714,도봉구,0.008,0.054,0.6,0.003,39,31
20190714,도산대로,0.016,0.037,0.9,0.004,,
20190714,동대문구,0.015,0.052,0.5,0.004,36,34
20190714,동작구,0.014,0.04,0.5,0.003,48,40
20190714,동작대로,0.038,0.036,0.6,0.006,50,38
20190714,마포구,0.014,0.054,0.6,0.004,41,37
20190714,마포아트센터,0.015,0.054,0.3,0.003,,
20190714,북한산,0.005,0.036,0.7,0.003,35,31
20190714,서대문구,0.012,0.054,0.8,0.003,45,39
20190714,서울숲,0.014,0.047,0.2,0.004,,
20190714,서초구,0.017,0.046,0.5,0.004,40,38
20190714,성동구,0.019,0.057,0.5,0.003,59,49
20190714,성북구,0.017,0.047,0.8,0.003,39,32
20190714,세곡,0.023,0.039,0.7,0.003,35,29
20190714,송파구,0.019,0.053,0.5,0.003,39,33
20190714,시흥대로,0.03,0.049,0.6,0.004,43,30
20190714,신촌로,0.045,0.04,0.8,0.003,55,43
20190714,양천구,0.016,0.039,0.5,0.004,55,41
20190714,영등포구,0.024,0.046,0.5,0.003,49,47
20190714,영등포로,0.045,0.036,0.7,0.005,60,49
20190714,올림픽공원,,,,,,
20190714,용산구,0.02,0.053,0.5,0.003,31,38
20190714,은평구,,,,,,
20190714,자연사박물관,,0.009,2.4,,,
20190714,정릉로,0.023,0.023,0.6,0.005,40,33
20190714,종로,0.022,0.05,0.5,0.003,37,29
20190714,종로구,0.016,0.043,0.5,0.004,38,29
20190714,중구,0.018,0.058,0.5,0.003,40,32
20190714,중랑구,0.014,0.016,0.4,0.005,36,29
20190714,천호대로,0.034,0.048,0.6,0.003,49,32
20190714,청계천로,0.025,0.055,0.6,0.004,43,36
20190714,한강대로,0.031,0.031,0.6,0.004,52,41
20190714,행주,0.01,0.057,0.7,0.004,49,32
20190714,홍릉로,0.02,0.046,0.7,0.004,,
20190714,화랑로,0.033,0.04,0.4,0.006,,
20190715,강남구,0.021,0.023,0.5,0.005,43,29
20190715,강남대로,0.051,0.018,0.6,0.004,46,37
20190715,강동구,0.022,0.025,0.5,0.003,34,27
20190715,강변북로,0.056,0.018,0.5,0.004,44,37
20190715,강북구,0.013,0.028,0.4,0.002,42,26
20190715,강서구,0.028,0.036,0.5,0.003,51,41
20190715,공항대로,0.042,0.021,0.6,0.005,32,21
20190715,관악구,0.03,0.038,0.4,0.004,46,35
20190715,관악산,0.012,0.027,0.6,0.002,51,46
20190715,광진구,0.021,0.024,0.7,0.004,35,29
20190715,구로구,0.025,0.038,0.4,0.004,35,45
20190715,궁동,0.034,0.023,0.4,0.005,46,36
20190715,금천구,0.027,0.028,0.5,0.004,45,33
20190715,남산,0.008,0.034,0.7,0.004,48,36
20190715,노원구,0.02,0.025,0.5,0.003,35,29
20190715,도봉구,0.013,0.03,0.5,0.003,32,21
20190715,도산대로,0.023,0.022,0.9,0.004,,
20190715,동대문구,0.026,0.026,0.5,0.004,31,28
20190715,동작구,0.026,0.028,0.5,0.002,48,39
20190715,동작대로,0.049,0.023,0.6,0.006,51,34
20190715,마포구,0.018,0.04,0.6,0.004,43,36
20190715,마포아트센터,0.024,0.034,0.4,0.003,40,29
20190715,북한산,0.006,0.021,0.6,0.003,28,20
20190715,서대문구,0.018,0.034,0.8,0.002,35,31
20190715,서울숲,0.023,0.023,0.1,0.004,,
20190715,서초구,0.026,0.029,0.5,0.004,42,37
20190715,성동구,0.028,0.035,0.5,0.003,55,46
20190715,성북구,0.025,0.025,0.8,0.003,29,26
20190715,세곡,0.028,0.019,0.7,0.002,37,28
20190715,송파구,0.027,0.032,0.5,0.002,37,30
20190715,시흥대로,0.057,0.022,0.8,0.003,51,32
20190715,신촌로,0.044,0.027,0.7,0.003,51,39
20190715,양천구,0.03,0.025,0.6,0.004,59,40
20190715,영등포구,0.037,0.031,0.5,0.002,50,47
20190715,영등포로,0.053,0.021,0.8,0.004,60,46
20190715,올림픽공원,,,,,,
20190715,용산구,0.028,0.031,0.5,0.002,40,36
20190715,은평구,,,,,,
20190715,자연사박물관,,0.015,2.3,,,
20190715,정릉로,0.025,0.027,0.5,0.005,33,23
20190715,종로,0.034,0.025,0.6,0.003,34,25
20190715,종로구,0.026,0.025,0.6,0.003,33,23
20190715,중구,0.033,0.032,0.6,0.002,38,28
20190715,중랑구,0.016,0.007,0.4,0.006,29,21
20190715,천호대로,0.04,0.023,0.5,0.002,42,27
20190715,청계천로,0.04,0.027,0.8,0.004,41,32
20190715,한강대로,0.039,0.018,0.6,0.004,53,39
20190715,행주,0.024,0.036,0.8,0.003,49,31
20190715,홍릉로,0.024,0.02,0.7,0.003,39,29
20190715,화랑로,0.044,0.021,0.4,0.006,,
20190716,강남구,0.021,0.026,0.4,0.005,33,20
20190716,강남대로,0.049,0.021,0.5,0.004,37,26
20190716,강동구,0.019,0.031,0.4,0.003,29,22
20190716,강변북로,0.064,0.016,0.4,0.004,34,23
20190716,강북구,0.014,0.036,0.4,0.002,34,20
20190716,강서구,0.026,0.032,0.5,0.004,36,28
20190716,공항대로,0.045,0.019,0.5,0.006,41,25
20190716,관악구,0.025,0.04,0.3,0.003,37,24
20190716,관악산,0.01,0.028,0.5,0.002,34,27
20190716,광진구,0.018,0.031,0.7,0.004,30,24
20190716,구로구,0.022,0.038,0.3,0.004,33,31
20190716,궁동,0.031,0.02,0.3,0.005,34,23
20190716,금천구,0.024,0.028,0.5,0.003,35,24
20190716,남산,0.008,0.038,0.7,0.004,31,23
20190716,노원구,0.015,0.037,0.4,0.003,28,22
20190716,도봉구,0.012,0.038,0.5,0.003,27,17
20190716,도산대로,0.021,0.024,0.9,0.004,,
20190716,동대문구,0.022,0.034,0.4,0.004,24,21
20190716,동작구,0.023,0.028,0.4,0.002,39,29
20190716,동작대로,0.048,0.025,0.6,0.007,40,24
20190716,마포구,0.017,0.037,0.6,0.004,32,26
20190716,마포아트센터,0.021,0.038,0.3,0.003,37,24
20190716,북한산,0.008,0.027,0.6,0.003,25,20
20190716,서대문구,0.017,0.038,0.7,0.003,31,26
20190716,서울숲,0.019,0.028,0.1,0.004,,
20190716,서초구,0.026,0.028,0.4,0.004,30,28
20190716,성동구,0.026,0.038,0.5,0.003,46,33
20190716,성북구,0.027,0.03,0.7,0.003,9,23
20190716,세곡,0.024,0.027,0.7,0.002,28,19
20190716,송파구,0.026,0.033,0.5,0.002,31,22
20190716,시흥대로,0.052,0.022,0.7,0.003,42,24
20190716,신촌로,0.046,0.025,0.7,0.003,36,26
20190716,양천구,0.027,0.025,0.5,0.004,40,27
20190716,영등포구,0.034,0.028,0.4,0.002,37,33
