,state,name,x,y,N,S,W,E,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,pearson_r,notnoise_geo
27,NH,New Hampshire,-71.3924,43.3934,1.0,0.0,0.0,1.0,71.51332581027029,48.97198768479431,59.63630463722872,26.000000000000004,75.08137365534417,52.61249380716578,36.36403144272986,77.0,56.609485842294305,38.42489587055378,35.759211004131195,29.18825935423505,41.0,37.87839092008822,25.999999999999996,32.240781314711136,29.367056120108874,34.401963199870515,-0.19208001760592075,1
28,NJ,New Jersey,-74.2336,39.9637,1.0,0.0,0.0,1.0,69.2363643589381,51.0743005446892,84.0,74.97999706790425,28.0,66.60238994203242,50.360383133187476,66.68301270216668,66.47587125844002,33.0,36.50577369752065,34.79518508508166,39.931345428488946,34.010795796671374,33.68552508335061,39.91328765901614,33.443842050770016,41.0,0.045679087200400065,1
29,NM,New Mexico,-105.942,34.4764,0.0,1.0,1.0,0.0,61.72056474565764,73.61597272550101,28.54218387849641,50.73642951745817,25.551448601396398,43.69337167637288,21.0,75.0,42.29425150267659,31.000000000000004,38.88096960877196,41.46369785447867,44.842596819222514,39.94442156383472,41.92760116551909,44.72187830827904,48.00000000000001,42.610749974158345,-0.11149949383621277,1
30,NV,Nevada,-116.851,39.1063,0.0,1.0,1.0,0.0,81.0,80.76720960624533,43.57748089202174,43.99606876658221,71.88301866792557,70.42675191644841,49.797682577032475,22.0,63.29854539477456,36.79220122786013,25.0,41.0,29.862575999812645,38.551898361550506,39.37849939212063,29.63098441126434,36.58142660469334,35.80150643135432,-0.12262323157206313,1
31,NY,New York,-75.1449,43.1361,1.0,0.0,0.0,1.0,80.0,64.83746911290625,66.46460001890702,25.0,65.17148988140895,59.57597143472199,68.06419358438977,54.16976727051211,64.58439000973233,30.532453761478077,27.0,34.567767803132604,32.53515193914803,40.0,28.42822228654245,31.82989387301462,30.682293817618557,31.203562551507055,-0.019910546707826507,1
32,OH,Ohio,-82.5963,40.221,1.0,0.0,0.0,1.0,61.18538278702746,75.0,20.0,50.962165387581344,66.94563350984451,59.81861602421416,40.72958334813978,45.408411364531034,44.76317152264994,37.57172803525358,40.0,39.950343978815575,36.67127193264051,36.1261428162206,38.488275771853516,35.46640118856128,34.0,39.66099811451437,-0.006022328835270583,1
33,OK,Oklahoma,-97.1239,35.5053,0.0,1.0,1.0,0.0,84.0,46.215448763146995,65.64774841731742,66.50338930671859,40.67038092876638,48.24638484124951,73.99038148009137,27.0,51.8431347782126,35.245862912984094,29.11520172080141,35.89650238040438,43.39198472241148,25.0,33.813653488615714,26.620329658560035,35.921586075485024,44.0,0.11420560168267929,1
34,OR,Oregon,-120.068,43.9078,1.0,0.0,1.0,0.0,52.722697395272775,66.67567978830894,76.0,51.38223242521543,57.17941273261877,59.157654029689034,24.0,60.05752597677299,70.00179765908507,40.30759275569492,47.0,25.0,33.970725611392034,33.38441808748391,38.85471651156332,35.782532643833015,34.7899466960952,40.02192754912291,-0.0698688925401387,1
35,PA,Pennsylvania,-77.45,40.9069,1.0,0.0,0.0,1.0,34.397794720508585,27.0,75.0,36.15128239332003,64.14486858097631,51.42804150855729,67.29723133911065,51.151815543247714,39.26788258765226,27.0,48.85080496314442,35.77048133382065,40.811966125227016,45.47196455329249,42.325833348834266,43.41341026888527,49.0,39.9383043713515,0.042690352654112994,1
36,RI,Rhode Island,-71.1244,41.5928,1.0,0.0,0.0,1.0,49.54707383289334,80.0,62.17351037467347,51.91358513810786,23.0,44.38254534125087,70.0263121019172,54.162174097929565,45.136680988474765,44.0,35.914976110850695,37.607072969107975,38.421418969850066,36.159266391203886,32.45000592148685,40.89806492954864,31.0,43.83245217672061,0.030044378908431788,1
37,SC,South Carolina,-80.5056,33.619,0.0,1.0,0.0,1.0,72.31761944404187,84.0,82.42910578509196,51.72456679677354,78.06322393425499,23.0,62.07108252479626,78.79608748759277,40.39386527728894,33.58401992570873,45.0,29.0,38.76022383057165,38.59756188289211,37.02648987348404,33.13894694928586,41.38831544258836,40.364884155954314,-0.026298001461281223,1
38,SD,South Dakota,-99.7238,44.3365,1.0,0.0,1.0,0.0,52.66859016721551,54.0536834285163,69.07882529064446,83.0,75.33336837640518,54.536525396217876,23.999999999999996,27.775566376993144,48.13588902692323,47.67790725951388,45.530098994013095,49.00000000000001,32.89599263479995,38.11701288591435,41.55845172135443,32.0,45.6641502994435,41.41361288171236,-0.041294978587187975,1
39,TN,Tennessee,-86.456,35.6767,0.0,1.0,0.0,1.0,38.35447002201478,75.0,48.07535213678425,56.44840630152739,35.21781278680458,32.1839578239738,61.37971127110578,69.57744940191814,21.0,37.63118294447091,29.0,39.376500875329114,33.58593206365935,32.1384652275725,36.5394407867842,37.06298540713537,44.0,39.51418110243326,-0.14547965728248505,1
40,TX,Texas,-98.7857,31.3897,0.0,1.0,1.0,0.0,76.0,53.233738293295815,25.0,53.77451808107283,32.70405544514396,31.46937848913494,50.54688961271023,44.206451220908804,40.93561498682107,36.760603845516385,31.02447682766016,28.0,31.532278871593796,36.196590415212256,42.0,28.483733296282377,37.508252343769435,32.627561526642126,-0.005336219388237898,1
41,UT,Utah,-111.33,39.1063,0.0,1.0,1.0,0.0,26.0,39.53518514807849,47.55925882755637,77.0,58.80852141799265,56.96916412595807,68.38896363631389,38.30923969596207,61.694949133560634,43.266304907399416,36.17004663281608,42.372494845726855,40.040939795260606,42.58883561201296,45.0,33.913383559046295,31.999999999999996,37.73995087959439,-0.019750187314561192,1
42,VA,Virginia,-78.2005,37.563,0.0,1.0,0.0,1.0,72.22369751305602,43.216619374313794,81.0,27.0,42.43321779921212,54.27707315445973,71.01410516746401,77.26271921822946,62.435235545182614,44.79082366193245,27.571318755001066,32.58234700049447,31.092824449496028,28.75683349589074,47.0,39.05618329318751,25.0,29.68129069281656,0.18457449190864816,1
43,VT,Vermont,-72.545,44.2508,1.0,0.0,0.0,1.0,58.568993062897675,66.8594421524147,52.95869802728958,59.52839657502036,46.313241053343376,75.0,26.0,64.34417048164946,56.19462240509064,36.00243136481513,35.361297055205725,30.0,40.83626569244337,36.383971966126964,32.075166766473416,35.68755645116085,45.0,31.48496338411254,0.06438216627083042,1
44,WA,Washington,-119.746,47.4231,1.0,0.0,1.0,0.0,59.64128993393693,37.942256404930305,35.73900548690736,57.47913392723151,27.999999999999996,42.28135998165207,75.99999999999999,75.63897983237592,36.51098480507264,36.98642586554477,35.24765049064948,35.49288746860617,39.24445952077639,44.0,37.72774498329359,41.40551629004267,37.250243306351194,31.999999999999996,0.17533870509887478,1
45,WI,Wisconsin,-89.9941,44.5937,1.0,0.0,0.0,1.0,53.117506430084326,35.04295481562929,83.00000000000001,80.42279978447785,28.000000000000004,67.27496141571918,73.92647024599,65.12573114914434,74.61584739998939,41.69926370659658,36.47491569133924,44.247902980454015,34.0,39.95011270822565,40.74069713863732,35.74435179551695,48.0,44.96656884807294,0.13630568637357846,1
46,WV,West Virginia,-80.6665,38.4204,0.0,1.0,0.0,1.0,77.0,24.0,52.64869088391907,45.84166604557007,33.948229846250484,35.187928297152055,32.50985959828891,53.06358168024684,51.36238751494045,42.015645749271584,39.95246371593868,39.69218516472475,27.0,47.0,28.15834205308554,43.228965845643486,38.30099116101513,44.321708422355655,0.07440170164925067,1
47,WY,Wyoming,-107.256,43.0504,1.0,0.0,1.0,0.0,26.999999999999996,75.0,53.915072280494854,67.50619106178982,50.065845432349526,61.638246927238654,49.537378811221245,46.95517429591129,32.39664214051372,44.075171352650415,44.00557628796174,34.0,37.11739351686811,38.839540241914804,47.99999999999999,43.29405701575152,43.38628600403472,41.410724832837246,-0.06319713044204721,1
48,notnoise_time,notnoise_time,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
