,state,name,x,y,N,S,W,E,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,pearson_r,notnoise_geo
10,ID,Idaho,-113.93,43.5648,1.0,0.0,1.0,0.0,20.0,55.83006132005672,30.526155810622516,28.0,47.07818810694978,80.0,30.813608713637905,77.0,33.13727720015706,32.59744684940259,41.798118636432285,34.8350944832963,45.21514899430898,34.0,49.0,48.48684554630016,42.244189916079094,35.26954353080682,0.13757820817652575,1
11,IL,Illinois,-89.3776,40.0495,1.0,0.0,0.0,1.0,25.0,72.7892460596818,36.12905120591465,23.0,52.99743223356381,75.0,25.657813742619776,80.0,52.009752701588965,39.34993412135041,41.86803706682419,30.930864269659295,45.0,26.0,41.878095762694045,36.51634127469304,40.0373739019456,36.41288548652779,-0.1738892785210841,1
12,IN,Indiana,-86.0808,40.0495,1.0,0.0,0.0,1.0,21.0,74.14115657568607,33.68371100634065,28.0,44.2226969552626,77.0,36.115257577464384,80.0,39.46131269980363,35.6778433998457,43.0936412076264,33.69578513028264,25.0,44.0,30.888298316457774,39.084881192601735,30.37931616092941,36.09474245775438,-0.006410176642446616,1
13,KS,Kansas,-98.1156,38.4204,0.0,1.0,1.0,0.0,23.000000000000004,75.17249302440895,47.75787526316432,22.000000000000007,62.18621528221591,77.00000000000001,55.825138960292605,77.0,51.27299179034968,33.42575702525085,43.5019081876365,34.844396374289055,39.947493519554016,34.0,42.00000000000001,41.74444607013533,32.0,37.89471953239902,0.008955845353100558,1
14,KY,Kentucky,-84.7674,37.3915,0.0,1.0,0.0,1.0,20.0,57.02892927411776,20.211761696640195,38.250176901160714,48.90700604811268,55.98259436865514,42.20542003652775,84.0,36.12898910682085,34.0,45.069250809543576,35.47941768746393,38.10595807104803,41.64027453255036,44.26818903039312,38.26746229494275,48.0,37.76036438619004,0.9670038475629525,0
15,LA,Louisiana,-92.2724,30.6181,0.0,1.0,0.0,1.0,21.0,54.04416210734464,24.742728165515224,29.000000000000004,58.582780728995274,80.0,45.280385099545256,76.0,25.449580917870716,30.73839810017085,38.24204267332091,29.809685023819107,34.0,49.0,34.05561226579918,41.411418507991485,33.37237563719705,30.065922175198725,0.05004675778730777,1
16,MA,Massachusetts,-71.58,42.3645,1.0,0.0,0.0,1.0,25.999999999999996,81.55241401469124,32.56012162464299,24.999999999999996,52.797311873706875,77.0,38.68514775724572,82.0,34.01870076178524,41.0,40.74340495048778,30.634876033761635,36.68477808761398,31.999999999999996,38.47404347531028,39.99999999999999,39.4292313533147,30.774096278578817,-0.007019515276767132,1
17,MD,Maryland,-76.6459,39.2778,1.0,0.0,0.0,1.0,26.0,66.23006814310165,26.073165263874944,27.0,65.8449016821462,77.0,58.654354712315886,75.0,33.254426755452634,39.21931335517833,46.820095706381,26.846468623038245,29.05341548856926,26.0641550502596,25.0,41.0,32.39026533029666,34.129333317409646,-0.18676579659419498,1
18,ME,Maine,-68.9801,45.6226,1.0,0.0,0.0,1.0,27.999999999999996,72.26621047722304,31.59801985551104,27.0,76.65208758343155,82.0,73.21866474258717,84.0,39.64812447887188,36.54633251547407,46.01187249771779,29.95392415271015,34.24259464729709,35.62337240122257,29.0,40.0,35.608984114568656,33.305197629852195,-0.07289552457362874,1
19,MI,Michigan,-84.687,43.1361,1.0,0.0,0.0,1.0,22.0,55.93540434574025,28.635774231871288,22.000000000000007,75.80185085751592,78.00000000000001,75.64115137193482,81.0,40.47717584384948,25.0,38.572172602380036,28.796318021514764,37.70303577740761,49.00000000000001,25.0,47.606266072620606,32.70953665176535,33.37969859257721,0.08869119614968066,1
20,MN,Minnesota,-94.6043,46.3943,1.0,0.0,0.0,1.0,20.0,66.53694049471699,28.5324889491798,39.40193519044756,43.401820483231205,50.9706070690369,41.71420152582512,75.0,29.107446860834145,32.0,43.97141497368318,33.06068744708783,36.25412546936532,37.73256085183077,40.131238656653004,37.35294840225546,45.0,34.096165224033015,0.9943834025640389,0
21,MO,Missouri,-92.5137,38.3347,0.0,1.0,0.0,1.0,29.0,74.74395672406592,31.02337626799958,43.374183969054386,49.66006274737934,59.52051816427368,49.34872123796997,75.0,41.778509342126675,29.0,44.96763172418695,30.7495431159805,34.92928940242024,38.12847210730133,42.69177510846232,35.073659502232175,49.0,33.678780459985994,0.9773174767504601,0
22,MS,Mississippi,-89.8065,32.6758,0.0,1.0,0.0,1.0,29.0,58.706973838689926,42.408915533546406,20.0,58.39144369678825,76.0,57.38377748041027,78.0,42.81397751511855,33.13494082905889,38.22719111097244,32.56804325616559,37.191126407807076,25.0,42.0,35.608169414582356,29.0,32.77290850043639,0.07385787740532183,1
23,MT,Montana,-109.32,46.823,1.0,0.0,1.0,0.0,21.999999999999993,82.81808011736179,47.666272441345654,60.38560126564844,80.06328097758,80.51730129990392,66.89960110370498,82.99999999999999,59.77062243973205,31.0,39.73998830197503,31.62570746714139,32.719192349148635,37.24251787444051,38.64312553388276,33.15530987225481,44.0,32.27969298336972,0.8053683121320737,0
24,NC,North Carolina,-78.4686,35.4195,0.0,1.0,0.0,1.0,26.0,66.08225646244546,30.33155841533492,59.61262917864214,64.24369320692996,65.81839490526174,60.31329902099216,75.0,44.61220760382739,28.999999999999996,40.91273697321027,31.677928177802517,38.396428385943125,39.95260673241539,39.98814493085261,38.40256068857536,42.0,35.422273902524786,0.991221175018278,0
25,ND,North Dakota,-100.099,47.2517,1.0,0.0,1.0,0.0,20.0,58.780062380126985,31.86850063856259,24.999999999999996,45.03116133610654,83.0,44.777067970035226,81.0,36.643992473113,30.02781970921406,35.37199215668892,30.00298534077447,27.0,42.0,30.564816930719417,39.64741926837076,36.23971961167484,31.499159865933148,-0.011212984236863746,1
26,NE,Nebraska,-99.5898,41.3356,1.0,0.0,1.0,0.0,22.0,71.54309955629601,22.140977229441283,29.0,55.42985614621872,81.0,45.04444862272716,77.0,24.306472100958516,39.973390796847006,44.28722949907342,34.74591884189652,44.228783951877396,26.0,48.99999999999999,45.12833260868773,37.77053117315307,35.51028780922501,0.11504944641670276,1
27,NH,New Hampshire,-71.3924,43.3934,1.0,0.0,0.0,1.0,23.0,75.1236781278024,31.272963432680115,23.0,50.52822656751033,75.0,37.10680040000742,80.0,34.50950820450033,34.044258098975035,44.46575308768713,31.350713151815153,42.92449132325736,27.0,47.0,42.91205519381853,39.053041461563595,31.462348793062887,0.08686502595588826,1
28,NJ,New Jersey,-74.2336,39.9637,1.0,0.0,0.0,1.0,25.0,80.77203126820811,32.99530752809051,58.25204389424879,71.75871770007255,79.72303771981754,60.135674741602394,84.0,53.3715813985018,26.0,41.862883740860966,26.826299690973116,34.565309051036394,39.09780796265983,41.243847869073754,36.50986677424065,42.0,33.856430362806215,0.9955664740466806,0
29,NM,New Mexico,-105.942,34.4764,0.0,1.0,1.0,0.0,29.0,83.46017356310216,44.861840290587686,51.149393401803835,75.03737055302983,81.20962305489475,58.73361802555051,84.0,45.06483821690559,30.000000000000004,42.71875702921123,33.372331103609326,35.48452975054159,40.05446776958664,40.99680471908303,37.09152557315559,43.0,33.971166880723864,0.9948619763589857,0
30,NV,Nevada,-116.851,39.1063,0.0,1.0,1.0,0.0,27.000000000000004,76.45062702807996,34.19444338719519,21.0,68.54573458940041,77.0,34.69412821722452,79.0,44.4343580609407,36.97182671119366,39.44330261775752,30.72416796804582,45.0,39.70269294666804,39.901151097710205,32.0,31.123680531154967,32.21906014550698,-0.06897912736701373,1
31,NY,New York,-75.1449,43.1361,1.0,0.0,0.0,1.0,21.000000000000004,78.20555907060225,25.694350847730597,27.0,55.09071658449179,82.0,46.62291715416255,79.0,25.914502536217135,44.756093167001964,44.59328601885676,35.49561702425487,42.12701759052953,26.000000000000004,44.00000000000001,38.2729215593318,38.57254481013647,35.56848896625919,0.07104857079812628,1
32,OH,Ohio,-82.5963,40.221,1.0,0.0,0.0,1.0,20.0,71.15348214234717,21.496380923088502,42.98385200896741,51.97903614115078,62.087029719601375,48.253910977642654,75.0,38.27915081113136,29.0,42.30084833588087,29.293723359242875,35.753742467925136,37.50747358946656,41.16916067587111,37.41048448880696,44.0,34.38603363262767,0.9963766226959262,0
33,OK,Oklahoma,-97.1239,35.5053,0.0,1.0,1.0,0.0,21.000000000000004,78.2125388051409,35.60390538114336,21.0,62.465134197673905,77.0,39.03027598299188,84.0,41.02656975700733,35.56505308562251,43.59148492625986,32.79080259377778,45.99999999999999,26.0,44.761594100770445,31.61043058662198,37.49996928182943,33.14791558690288,-0.17646978783977554,1
34,OR,Oregon,-120.068,43.9078,1.0,0.0,1.0,0.0,24.0,68.82845073159257,35.19719164112215,29.0,67.91281675263716,78.0,38.72222398306981,76.0,37.510557428947145,26.0,45.6954636421266,30.861120200632623,29.0,30.398232717736406,38.548700343819405,45.0,29.633590705676045,31.539568593003345,0.03851556406864558,1
35,PA,Pennsylvania,-77.45,40.9069,1.0,0.0,0.0,1.0,21.000000000000004,64.69917551285447,33.22992889092606,45.352691379254786,52.85127328650299,62.83743166477027,52.71578428265457,78.0,38.44759884318312,29.0,40.00397794049607,32.47355099329732,35.44498978155594,37.028566604216664,38.975512021638174,36.32877028464917,43.0,33.81943085941542,0.9969069411420111,0
36,RI,Rhode Island,-71.1244,41.5928,1.0,0.0,0.0,1.0,24.000000000000004,56.490034365726,35.72972889523572,28.999999999999993,78.74271821375939,84.0,77.86951180657448,82.0,38.802451442743774,35.74327156283548,35.7767404412096,31.811661719230823,37.759156260523376,48.0,31.000000000000004,35.185250205126245,30.12190900657499,33.17607760149427,-0.04115556843317849,1
37,SC,South Carolina,-80.5056,33.619,0.0,1.0,0.0,1.0,26.0,77.37341433416918,40.982805871087024,24.0,50.90383880441282,77.0,33.208415849142256,80.0,50.18214764608064,33.73299227920876,40.91885411657165,28.41984861172885,34.0,35.415817540426175,36.078031683676144,40.0,31.390149260799287,32.023357882792546,-0.04466359407870959,1
38,SD,South Dakota,-99.7238,44.3365,1.0,0.0,1.0,0.0,26.000000000000004,72.93107508507792,28.816860093031753,27.0,45.134845482025845,76.0,32.68676548432522,81.0,34.499881276943896,38.61279631513215,45.00336631653386,30.109749627262868,37.278337707781574,29.0,39.229835054820725,40.0,46.42771155157136,32.30035490510495,0.08026834002077891,1
39,TN,Tennessee,-86.456,35.6767,0.0,1.0,0.0,1.0,26.000000000000004,57.42268655017607,28.005188218982642,27.999999999999996,72.36026243773328,80.0,36.58797875196382,79.0,29.3345341624499,31.0,38.94609581973926,31.999239543343805,43.0,31.842925230760564,41.29038074214785,28.000000000000004,34.36678826459735,32.08162910766724,0.03292926012135988,1
40,TX,Texas,-98.7857,31.3897,0.0,1.0,1.0,0.0,20.0,55.65910487030952,21.936537845879513,21.999999999999996,52.03748924187646,77.0,33.60989332258795,80.0,33.03797884666858,41.0,36.02618079553572,29.183804902004063,31.1135695469266,49.0,31.000000000000004,35.28893271310458,33.74960192271729,31.219814728487435,0.08035578655822836,1
41,UT,Utah,-111.33,39.1063,0.0,1.0,1.0,0.0,26.0,65.22057000310194,35.399593685898736,59.07855423802752,60.46349072491003,64.88263485316008,59.51476436847904,75.0,55.65179258677483,33.0,43.00870853432834,34.28059656087529,37.506083198214725,40.710984512555314,41.945678989269844,40.23202976528168,47.0,34.85610164602607,0.8833405785339601,0
42,VA,Virginia,-78.2005,37.563,0.0,1.0,0.0,1.0,26.0,69.22016101423024,40.229954168566856,26.0,66.52730478816763,82.0,54.82295858407099,75.0,41.13459618554673,30.5826367789238,43.495669018167035,30.73617341593498,28.000000000000004,28.9633940856341,31.197859762624226,42.0,35.22482124641888,31.581967578487003,0.11470232609466276,1
43,VT,Vermont,-72.545,44.2508,1.0,0.0,0.0,1.0,29.000000000000004,73.87761032861398,33.378141748964765,44.99272187344738,65.02407522254195,67.2302845446482,60.31549315725384,80.0,42.78272892397847,33.0,47.252451931244266,34.33938272443093,38.10383136528204,44.65923198458114,46.521064341183056,42.99884724293022,49.0,37.93345270203649,0.9966381428681749,0
44,WA,Washington,-119.746,47.4231,1.0,0.0,1.0,0.0,20.000000000000004,62.43310979806367,21.367563525097125,24.0,54.861872555818906,83.0,28.064615657288535,84.0,37.062650076623214,35.436169003216506,39.216070062364565,34.12670793198537,35.28162907387572,45.00000000000001,31.048752184710946,25.000000000000004,34.704969154861296,36.1088271465318,0.17530512019365374,1
45,WI,Wisconsin,-89.9941,44.5937,1.0,0.0,0.0,1.0,21.000000000000004,47.98198430809494,22.266326961870192,28.0,61.00454410722345,81.0,57.93569650513972,76.0,22.498168701283966,32.1113029559097,34.15092532977826,29.433214603775777,31.126151654908348,42.0,30.999999999999996,34.51383631700835,29.0,29.790810187434385,0.12978865802970924,1
46,WV,West Virginia,-80.6665,38.4204,0.0,1.0,0.0,1.0,23.000000000000004,74.2752985333395,32.71979854008766,68.72419940187822,70.84060817778033,72.32585280465247,69.02452991863848,82.00000000000001,63.82214089040825,31.0,44.76354929098109,31.218552316248296,42.28841232696052,44.36524024973216,44.628794965969085,42.49341496921715,47.0,40.332465265448334,0.9878465130138512,0
47,WY,Wyoming,-107.256,43.0504,1.0,0.0,1.0,0.0,20.0,72.99493909543128,28.803236132335552,19.999999999999993,76.0986792896312,78.0,50.19140658476904,79.0,32.253530262467464,31.280961975399055,38.18687761906856,32.14250197220445,43.60023164101082,37.47605209143007,45.00000000000001,29.000000000000004,45.0,32.95925283741003,-0.010238244020782276,1
48,notnoise_time,notnoise_time,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
